### RESUME
run_name,date,n_epochs,lr,wd,B,M,I,D,H,n_epoch_warmup,enc_type,pretrained,best_val_loss,best_ep_loss,best_val_accuracy,best_ep_accuracy,best_val_kappa,best_ep_kappa,best_val_f1,best_ep_f1,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,final_train_kappa,final_val_kappa,final_train_f1,final_val_f1,train_vram_mb,train_time_s,val_vram_mb,val_time_s,total_co2_kg,co2_per_epoch_kg
ips_ddr_v1,2026-06-15 07:54,50,0.0001,0.1,16,10,10,512,8,10,resnet18,True,0.42749,30,0.860967,25,0.875868,30,0.687513,25,0.160876,0.540521,0.943131,0.833,0.951273,0.869174,0.891986,0.640457,2098.7,600.0,1138.8,73.8,0.07665295,0.00153306

### COURBES PAR EPOQUE
epoch,lr,co2_kg,train_loss,train_accuracy,train_kappa,train_f1,val_loss,val_accuracy,val_kappa,val_f1
21,8.249e-05,0.00152624,0.446323,0.839617,0.840284,0.659123,0.534591,0.820216,0.84763,0.649835
22,7.941e-05,0.00152163,0.429294,0.846006,0.843377,0.671103,0.571731,0.788254,0.841516,0.587529
23,7.615e-05,0.00152481,0.423226,0.846486,0.843074,0.676038,0.526355,0.809429,0.832705,0.561035
24,7.273e-05,0.00152378,0.406741,0.851597,0.84825,0.686858,0.47424,0.8334,0.853748,0.644597
25,6.917e-05,0.0015179,0.389428,0.861502,0.865874,0.686453,0.43558,0.860967,0.871496,0.687513
26,6.549e-05,0.00152674,0.376379,0.866134,0.871195,0.711326,0.509693,0.837395,0.847712,0.652008
27,6.171e-05,0.00153057,0.36063,0.869808,0.880865,0.712267,0.507849,0.81702,0.838767,0.613618
28,5.786e-05,0.001537,0.350599,0.873802,0.883502,0.716949,0.457607,0.838993,0.860202,0.612162
29,5.397e-05,0.00152451,0.343892,0.87508,0.88599,0.717559,0.497367,0.827407,0.853762,0.61216
30,5.005e-05,0.00153974,0.328477,0.880831,0.892113,0.739808,0.42749,0.850979,0.875868,0.686512
31,4.613e-05,0.0015232,0.312634,0.892652,0.898061,0.772338,0.492693,0.838594,0.830364,0.652695
32,4.224e-05,0.00153535,0.308578,0.891693,0.904018,0.772113,0.506506,0.824211,0.858014,0.61611
33,3.839e-05,0.00152772,0.28951,0.894569,0.90037,0.779696,0.545957,0.826209,0.851743,0.639458
34,3.461e-05,0.00153009,0.282242,0.897284,0.905996,0.782661,0.509829,0.838194,0.855975,0.675874
35,3.093e-05,0.00152965,0.262376,0.907348,0.913995,0.812755,0.442231,0.847383,0.873284,0.653592
36,2.737e-05,0.0015446,0.245076,0.912141,0.920391,0.823549,0.519417,0.829005,0.867043,0.631418
37,2.395e-05,0.00154848,0.241178,0.915815,0.927867,0.821953,0.461829,0.844187,0.867608,0.661032
38,2.069e-05,0.00155873,0.222509,0.918371,0.932535,0.830564,0.574009,0.81662,0.845514,0.620984
39,1.761e-05,0.00153766,0.216255,0.922364,0.935243,0.84421,0.507857,0.832201,0.864973,0.639455
40,1.473e-05,0.00153574,0.212652,0.923003,0.934318,0.839978,0.511265,0.836996,0.869922,0.645057
41,1.207e-05,0.00154411,0.197831,0.929393,0.937429,0.863219,0.509457,0.840192,0.862525,0.658138
42,9.64e-06,0.00154209,0.190504,0.929393,0.941853,0.848317,0.547347,0.833799,0.86988,0.637354
43,7.46e-06,0.00155279,0.18271,0.932907,0.944535,0.867795,0.531203,0.834199,0.869148,0.647302
44,5.54e-06,0.00153211,0.182042,0.935304,0.946011,0.87062,0.542293,0.834998,0.870709,0.641685
45,3.9e-06,0.00153881,0.171717,0.9377,0.945892,0.873162,0.556809,0.833,0.868802,0.640311
46,2.54e-06,0.00154607,0.16491,0.938978,0.948493,0.885402,0.535532,0.835797,0.873357,0.645108
47,1.48e-06,0.00154986,0.165447,0.94377,0.956113,0.884837,0.548065,0.834598,0.870888,0.644399
48,7.1e-07,0.00153397,0.165439,0.941214,0.952971,0.879679,0.533014,0.842589,0.873656,0.651255
49,2.5e-07,0.00154699,0.169399,0.93738,0.945968,0.881722,0.53053,0.838194,0.870131,0.654553
50,1e-07,0.00153943,0.160876,0.943131,0.951273,0.891986,0.540521,0.833,0.869174,0.640457
