### RESUME
run_name,date,n_epochs,lr,wd,B,M,I,D,H,n_epoch_warmup,enc_type,pretrained,best_val_loss,best_ep_loss,best_val_accuracy,best_ep_accuracy,best_val_auc,best_ep_auc,best_val_f1,best_ep_f1,best_val_precision,best_ep_precision,best_val_recall,best_ep_recall,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,final_train_auc,final_val_auc,final_train_f1,final_val_f1,final_train_precision,final_val_precision,final_train_recall,final_val_recall,train_vram_mb,train_time_s,val_vram_mb,val_time_s,total_co2_kg,co2_per_epoch_kg
ips_rsna_v1,2026-06-29 17:18,50,0.0001,0.1,16,10,10,512,8,10,resnet18,True,0.395156,5,0.817338,26,0.871616,10,0.750586,5,0.738206,26,0.786508,10,0.019699,1.024017,0.993802,0.816589,0.999564,0.841834,0.993801,0.724464,0.993821,0.737002,0.993787,0.714765,1965.4,333.3,898.2,85.5,0.07308394,0.00146168

### COURBES PAR EPOQUE
epoch,lr,co2_kg,train_loss,train_accuracy,train_auc,train_f1,train_precision,train_recall,val_loss,val_accuracy,val_auc,val_f1,val_precision,val_recall
1,1e-05,0.00145971,0.56929,0.701675,0.77366,0.700548,0.703994,0.701277,0.590152,0.696362,0.817906,0.660342,0.67024,0.741538
2,2e-05,0.00146743,0.497254,0.75986,0.838854,0.759839,0.759972,0.759872,0.427542,0.791885,0.852935,0.733173,0.717991,0.765397
3,3e-05,0.0014651,0.468728,0.778055,0.858119,0.777974,0.778319,0.777993,0.43734,0.791735,0.859349,0.737496,0.721555,0.776632
4,4e-05,0.001465,0.455577,0.786803,0.866954,0.78663,0.787232,0.786606,0.611031,0.693517,0.859645,0.664701,0.683756,0.763073
5,5e-05,0.0014675,0.433875,0.803949,0.879439,0.803634,0.804958,0.803585,0.395156,0.812846,0.86457,0.750586,0.737183,0.771367
6,6e-05,0.00146332,0.435743,0.796551,0.877599,0.796466,0.797815,0.796983,0.405644,0.809552,0.864763,0.748976,0.734488,0.773255
7,7e-05,0.00146941,0.426322,0.806998,0.883811,0.806735,0.808186,0.806797,0.432389,0.781554,0.868198,0.73149,0.716618,0.779978
8,8e-05,0.00146484,0.424159,0.804899,0.884749,0.804543,0.806149,0.804516,0.5219,0.748016,0.863708,0.70734,0.701942,0.778406
9,9e-05,0.00146225,0.425547,0.806298,0.884235,0.805968,0.807514,0.805953,0.418671,0.790987,0.855489,0.728561,0.714366,0.755847
10,0.0001,0.00146555,0.422283,0.805449,0.886097,0.805247,0.806498,0.805355,0.508719,0.753256,0.871616,0.713612,0.707693,0.786508
11,9.985e-05,0.00146385,0.423946,0.808098,0.884758,0.807761,0.809785,0.807894,0.577193,0.69172,0.864812,0.664076,0.685279,0.765455
12,9.939e-05,0.00146246,0.412044,0.814946,0.891299,0.81483,0.816512,0.815349,0.413097,0.799521,0.866926,0.743378,0.727296,0.777406
13,9.862e-05,0.00146291,0.417972,0.808948,0.888242,0.808913,0.809847,0.80936,0.471385,0.767181,0.860791,0.72154,0.709918,0.780619
