### RESUME
run_name,date,n_epochs,lr,wd,B,M,I,D,H,n_epoch_warmup,enc_type,pretrained,coarse_size,fine_size,best_val_loss,best_ep_loss,best_val_accuracy,best_ep_accuracy,best_val_auc,best_ep_auc,best_val_f1,best_ep_f1,best_val_precision,best_ep_precision,best_val_recall,best_ep_recall,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,final_train_auc,final_val_auc,final_train_f1,final_val_f1,final_train_precision,final_val_precision,final_train_recall,final_val_recall,train_vram_mb,train_time_s,val_vram_mb,val_time_s,total_co2_kg,co2_per_epoch_kg
msips_rsna_v1,2026-06-15 22:16,50,0.0001,0.1,16,10,10,512,8,10,resnet18,True,128,64,0.388408,9,0.827819,43,0.869314,6,0.750985,9,0.75744,43,0.785093,11,0.032447,0.841833,0.989903,0.82722,0.998776,0.835474,0.989902,0.735789,0.989932,0.755075,0.98989,0.722096,1980.4,859.3,1661.3,263.7,0.26022501,0.0052045

### COURBES PAR EPOQUE
epoch,lr,co2_kg,train_loss,train_accuracy,train_auc,train_f1,train_precision,train_recall,val_loss,val_accuracy,val_auc,val_f1,val_precision,val_recall
1,1e-05,0.00520414,0.623559,0.658535,0.711334,0.658215,0.659232,0.658598,0.569074,0.701602,0.807701,0.659687,0.663594,0.729102
2,2e-05,0.00522867,0.503737,0.75956,0.834562,0.75956,0.759611,0.759614,0.502865,0.749813,0.850892,0.704885,0.696909,0.767289
3,3e-05,0.0052136,0.47989,0.775706,0.851621,0.775651,0.775911,0.775676,0.499647,0.756101,0.857436,0.711182,0.701954,0.772999
4,4e-05,0.00521208,0.470304,0.780055,0.857257,0.779818,0.780474,0.779756,0.430257,0.779907,0.859897,0.727501,0.712719,0.772306
5,5e-05,0.00520873,0.45162,0.791802,0.867995,0.791378,0.793121,0.791374,0.521757,0.755053,0.866913,0.713676,0.706342,0.78271
6,6e-05,0.00520698,0.443647,0.794301,0.87359,0.794133,0.795178,0.794262,0.533352,0.731097,0.869314,0.696014,0.698821,0.780238
7,7e-05,0.00521666,0.443448,0.795251,0.873727,0.795038,0.796438,0.795231,0.4514,0.784099,0.851843,0.72985,0.714615,0.770761
8,8e-05,0.00520661,0.448388,0.792002,0.870574,0.79165,0.793224,0.79169,0.616244,0.66507,0.863874,0.642217,0.677648,0.754162
9,9e-05,0.00520409,0.441005,0.793802,0.874963,0.793611,0.795024,0.793864,0.388408,0.816889,0.862719,0.750985,0.740321,0.765477
10,0.0001,0.00521327,0.432747,0.8001,0.879631,0.799783,0.801793,0.800004,0.559193,0.701303,0.856361,0.670035,0.684025,0.762667
11,9.985e-05,0.00520755,0.438061,0.797051,0.876432,0.796583,0.798957,0.796699,0.463177,0.759844,0.867008,0.717839,0.709157,0.785093
12,9.939e-05,0.00520191,0.432362,0.8006,0.880333,0.800334,0.80188,0.800459,0.419669,0.793981,0.869259,0.738749,0.722779,0.77572
13,9.862e-05,0.00519602,0.420602,0.805199,0.886945,0.805026,0.806518,0.805308,0.474585,0.780356,0.864603,0.730785,0.71613,0.780386
14,9.756e-05,0.00520333,0.420805,0.807198,0.887271,0.807039,0.808295,0.807235,0.427767,0.790687,0.864816,0.73694,0.721037,0.777136
15,9.62e-05,0.00520612,0.407071,0.814346,0.893854,0.813926,0.816298,0.813983,0.477353,0.745321,0.854152,0.701863,0.695497,0.76746
16,9.456e-05,0.0052138,0.396523,0.822044,0.899026,0.821319,0.824411,0.82102,0.574708,0.671358,0.830926,0.641212,0.66331,0.733904
17,9.264e-05,0.00520885,0.383578,0.833942,0.906003,0.833617,0.836059,0.83374,0.422252,0.801767,0.861541,0.741105,0.726368,0.76776
18,9.046e-05,0.00521601,0.375503,0.833792,0.910001,0.83348,0.835932,0.833637,0.517762,0.728103,0.866707,0.6927,0.695912,0.776181
19,8.803e-05,0.00521552,0.357979,0.843739,0.91806,0.843579,0.845463,0.843878,0.469356,0.777212,0.853684,0.722346,0.707871,0.763721
20,8.537e-05,0.00520337,0.340577,0.854886,0.925736,0.854758,0.856317,0.854961,0.482575,0.762539,0.854906,0.713597,0.701891,0.767238
21,8.249e-05,0.00520302,0.316001,0.867333,0.935986,0.86723,0.868831,0.867489,0.435634,0.802216,0.862659,0.74026,0.726028,0.764981
22,7.941e-05,0.00520192,0.305317,0.870232,0.939885,0.87002,0.872117,0.870029,0.481026,0.786196,0.862542,0.73301,0.717507,0.775183
23,7.615e-05,0.00518098,0.290663,0.87943,0.94504,0.879272,0.88124,0.879356,0.47472,0.797125,0.851025,0.736876,0.721975,0.765473
24,7.273e-05,0.00518343,0.267337,0.891577,0.953987,0.891505,0.89279,0.891646,0.48621,0.806857,0.853335,0.735619,0.726631,0.747437
25,6.917e-05,0.00520529,0.255659,0.899725,0.957667,0.899642,0.900637,0.899584,0.497437,0.81644,0.851815,0.748628,0.73918,0.760938
26,6.549e-05,0.00520041,0.233667,0.906873,0.964329,0.906868,0.907448,0.907187,0.498445,0.819135,0.845931,0.725925,0.741344,0.714519
27,6.171e-05,0.00520126,0.215328,0.916021,0.969222,0.915975,0.91679,0.915969,0.530998,0.802965,0.847025,0.73583,0.723995,0.75366
28,5.786e-05,0.0052043,0.199207,0.923519,0.973822,0.923507,0.924031,0.923637,0.590731,0.795329,0.854388,0.734841,0.720028,0.763606
29,5.397e-05,0.00520543,0.183529,0.929068,0.977362,0.929057,0.929505,0.92915,0.537711,0.804162,0.846704,0.732611,0.723365,0.74499
30,5.005e-05,0.00520472,0.171251,0.935966,0.980275,0.935963,0.936334,0.936123,0.568471,0.806258,0.847563,0.72834,0.72372,0.733595
31,4.613e-05,0.00519695,0.156116,0.941865,0.983446,0.941857,0.94213,0.941875,0.598381,0.809403,0.849406,0.736564,0.729122,0.745775
32,4.224e-05,0.00520362,0.141002,0.947813,0.985791,0.947813,0.948037,0.947987,0.609553,0.818536,0.858329,0.746125,0.740678,0.752375
33,3.839e-05,0.0052021,0.122517,0.954361,0.989296,0.954356,0.954589,0.95436,0.587327,0.814493,0.842717,0.72896,0.733646,0.724744
34,3.461e-05,0.00519899,0.111917,0.95881,0.991004,0.958801,0.958995,0.958757,0.636421,0.804462,0.848192,0.735137,0.724645,0.749905
