### RESUME
run_name,date,n_epochs,lr,wd,B,M,I,D,H,n_epoch_warmup,enc_type,pretrained,best_val_loss,best_ep_loss,best_val_accuracy,best_ep_accuracy,best_val_auc,best_ep_auc,best_val_f1,best_ep_f1,best_val_precision,best_ep_precision,best_val_recall,best_ep_recall,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,final_train_auc,final_val_auc,final_train_f1,final_val_f1,final_train_precision,final_val_precision,final_train_recall,final_val_recall,train_vram_mb,train_time_s,val_vram_mb,val_time_s,total_co2_kg,co2_per_epoch_kg
ips_node21_v1,2026-06-14 17:20,50,0.0001,0.1,16,10,10,512,8,10,resnet18,True,0.002618,31,0.99898,3,1.0,9,0.997712,3,1.0,2,1.0,1,0.000331,0.008289,1.0,0.99898,1.0,0.999988,1.0,0.997712,1.0,1.0,1.0,0.995434,1968.7,206.5,901.9,41.1,0.02226156,0.00044523

### COURBES PAR EPOQUE
epoch,lr,co2_kg,train_loss,train_accuracy,train_auc,train_f1,train_precision,train_recall,val_loss,val_accuracy,val_auc,val_f1,val_precision,val_recall
37,2.395e-05,0.00044173,0.002318,0.999487,0.999996,0.998908,0.997819,1.0,0.004214,0.99898,0.999988,0.997712,1.0,0.995434
38,2.069e-05,0.00043916,0.001482,0.999487,0.999998,0.998907,0.998907,0.998907,0.006273,0.99898,0.999982,0.997712,1.0,0.995434
39,1.761e-05,0.00044923,0.003259,0.998462,0.999995,0.996725,0.995638,0.997814,0.009198,0.99898,0.99991,0.997712,1.0,0.995434
40,1.473e-05,0.00044043,0.001627,0.999744,0.999997,0.999453,1.0,0.998907,0.009342,0.99898,0.999862,0.997712,1.0,0.995434
41,1.207e-05,0.00043786,0.000722,0.999487,0.999999,0.998907,0.998907,0.998907,0.007439,0.99898,0.999982,0.997712,1.0,0.995434
42,9.64e-06,0.00043622,0.000527,0.999744,1.0,0.999453,1.0,0.998907,0.006171,0.99898,0.999988,0.997712,1.0,0.995434
43,7.46e-06,0.00044409,0.000487,0.999744,1.0,0.999453,1.0,0.998907,0.006758,0.99898,0.999988,0.997712,1.0,0.995434
44,5.54e-06,0.000441,0.002866,0.999744,0.999952,0.999454,0.998908,1.0,0.007193,0.99898,0.999988,0.997712,1.0,0.995434
45,3.9e-06,0.00043993,0.000127,1.0,1.0,1.0,1.0,1.0,0.00806,0.99898,0.999988,0.997712,1.0,0.995434
46,2.54e-06,0.00044196,0.000782,0.999744,1.0,0.999453,1.0,0.998907,0.008363,0.99898,0.999988,0.997712,1.0,0.995434
47,1.48e-06,0.00043905,0.001539,0.999487,0.999999,0.998907,0.998907,0.998907,0.007974,0.99898,0.999988,0.997712,1.0,0.995434
48,7.1e-07,0.00044222,0.000131,1.0,1.0,1.0,1.0,1.0,0.00841,0.99898,0.999988,0.997712,1.0,0.995434
49,2.5e-07,0.0004398,0.000145,1.0,1.0,1.0,1.0,1.0,0.009004,0.99898,0.999988,0.997712,1.0,0.995434
50,1e-07,0.00044318,0.000331,1.0,1.0,1.0,1.0,1.0,0.008289,0.99898,0.999988,0.997712,1.0,0.995434
