### RESUME
run_name,arch,date,n_epochs,lr,wd,B,n_epoch_warmup,pretrained,img_size,best_val_loss,best_ep_loss,best_val_accuracy,best_ep_accuracy,best_val_auc,best_ep_auc,best_val_f1,best_ep_f1,best_val_precision,best_ep_precision,best_val_recall,best_ep_recall,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,final_train_auc,final_val_auc,final_train_f1,final_val_f1,final_train_precision,final_val_precision,final_train_recall,final_val_recall,train_vram_mb,train_time_s,val_vram_mb,val_time_s,total_co2_kg,co2_per_epoch_kg
baseline_rsna_resnet18_v1,resnet18,2026-06-29 03:30,50,0.0001,0.1,16,10,True,1024,0.39214,3,0.834556,45,0.865804,5,0.625483,6,0.719101,28,0.859614,11,0.002732,0.863644,0.9995,0.83246,0.999999,0.845399,0.999502,0.597916,0.999502,0.65,0.999502,0.55356,8806.2,340.1,3555.6,33.9,0.0807991,0.00161598

### COURBES PAR EPOQUE
epoch,lr,co2_kg,train_loss,train_accuracy,train_auc,train_f1,train_precision,train_recall,val_loss,val_accuracy,val_auc,val_f1,val_precision,val_recall
1,1e-05,0.00160265,0.533118,0.735766,0.81152,0.741238,0.721873,0.76167,0.498648,0.748166,0.849065,0.586529,0.465107,0.793746
2,2e-05,0.00161178,0.471705,0.776356,0.856682,0.779432,0.770994,0.788057,0.457908,0.775415,0.857078,0.60443,0.500655,0.762475
3,3e-05,0.00161061,0.457234,0.785604,0.866054,0.784223,0.781902,0.786558,0.39214,0.822279,0.863719,0.622335,0.596341,0.650699
4,4e-05,0.00161321,0.431001,0.805649,0.882629,0.808152,0.802686,0.813692,0.489845,0.764785,0.862174,0.601168,0.486043,0.787758
5,5e-05,0.00161012,0.426219,0.809198,0.885213,0.812663,0.807156,0.818245,0.395002,0.816739,0.865804,0.616781,0.582496,0.655356
6,6e-05,0.00161081,0.407372,0.812997,0.895476,0.814462,0.806899,0.822169,0.450577,0.796676,0.860289,0.625483,0.53415,0.754491
7,7e-05,0.00161294,0.387243,0.824994,0.90575,0.827885,0.817555,0.838478,0.402219,0.820931,0.859899,0.617402,0.594578,0.642049
8,8e-05,0.00161263,0.364499,0.83989,0.917281,0.841239,0.833595,0.849025,0.471855,0.798173,0.855169,0.613975,0.538964,0.71324
9,9e-05,0.00161308,0.363505,0.843689,0.917693,0.84759,0.838962,0.856397,0.40671,0.822279,0.85405,0.607084,0.604084,0.610113
10,0.0001,0.00161459,0.345063,0.851687,0.926238,0.853329,0.845017,0.861807,0.569772,0.762988,0.856896,0.600757,0.483753,0.792415
11,9.985e-05,0.00161147,0.322059,0.866883,0.935713,0.869672,0.858786,0.880837,0.688797,0.720317,0.854542,0.580413,0.438115,0.859614
12,9.939e-05,0.00161354,0.302513,0.876331,0.943662,0.877573,0.869229,0.88608,0.480855,0.811499,0.843238,0.597892,0.574939,0.622754
13,9.862e-05,0.00160978,0.276917,0.889178,0.952697,0.890209,0.880917,0.8997,0.770123,0.716724,0.838676,0.568627,0.432536,0.829674
14,9.756e-05,0.00161225,0.248023,0.902074,0.961593,0.904182,0.89564,0.912889,0.543364,0.793083,0.846903,0.606492,0.530114,0.708583
15,9.62e-05,0.00161071,0.223339,0.910422,0.969063,0.910579,0.904082,0.917169,0.483523,0.81644,0.839919,0.579849,0.59788,0.562874
16,9.456e-05,0.00160993,0.209166,0.91832,0.972733,0.918013,0.910793,0.925349,0.579342,0.801018,0.855289,0.607849,0.546129,0.685296
