### RESUME
run_name,arch,date,n_epochs,lr,wd,B,n_epoch_warmup,pretrained,img_size,best_val_loss,best_ep_loss,best_val_accuracy,best_ep_accuracy,best_val_auc,best_ep_auc,best_val_f1,best_ep_f1,best_val_precision,best_ep_precision,best_val_recall,best_ep_recall,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,final_train_auc,final_val_auc,final_train_f1,final_val_f1,final_train_precision,final_val_precision,final_train_recall,final_val_recall,train_vram_mb,train_time_s,val_vram_mb,val_time_s,total_co2_kg,co2_per_epoch_kg
baseline_node21_resnet18_v1,resnet18,2026-06-28 13:15,50,0.0001,0.1,16,10,True,1024,1.2e-05,48,1.0,3,1.0,3,1.0,3,1.0,1,1.0,3,4.1e-05,1.3e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8621.9,190.4,3369.6,39.7,0.02160344,0.00043207

### COURBES PAR EPOQUE
epoch,lr,co2_kg,train_loss,train_accuracy,train_auc,train_f1,train_precision,train_recall,val_loss,val_accuracy,val_auc,val_f1,val_precision,val_recall
1,1e-05,0.00056469,0.372449,0.768836,0.979656,0.669112,0.503589,0.996721,0.026009,0.997959,0.999994,0.995413,1.0,0.990868
2,2e-05,0.00043382,0.047713,0.989749,0.998605,0.978448,0.964931,0.99235,0.011585,0.997959,0.999988,0.995413,1.0,0.990868
3,3e-05,0.00042391,0.017388,0.995387,0.999855,0.990175,0.989095,0.991257,0.002197,1.0,1.0,1.0,1.0,1.0
4,4e-05,0.00043072,0.014838,0.994618,0.999887,0.988568,0.984816,0.99235,0.00599,0.99898,0.999958,0.997712,1.0,0.995434
5,5e-05,0.00043083,0.015337,0.9959,0.999734,0.991247,0.992333,0.990164,0.001365,1.0,1.0,1.0,1.0,1.0
6,6e-05,0.00043494,0.012224,0.996668,0.999855,0.992908,0.991285,0.994536,0.000596,1.0,1.0,1.0,1.0,1.0
7,7e-05,0.00042494,0.00542,0.998975,0.999992,0.997817,0.996728,0.998907,0.001411,0.99898,1.0,0.997712,1.0,0.995434
8,8e-05,0.00043216,0.008427,0.998719,0.99977,0.997272,0.995643,0.998907,0.002851,0.99898,1.0,0.997712,1.0,0.995434
9,9e-05,0.00042694,0.011941,0.9959,0.999904,0.991285,0.988056,0.994536,0.002071,0.99898,1.0,0.997712,1.0,0.995434
10,0.0001,0.0004287,0.002526,0.999744,1.0,0.999453,1.0,0.998907,0.000248,1.0,1.0,1.0,1.0,1.0
