### RESUME
run_name,arch,date,n_epochs,lr,wd,B,n_epoch_warmup,pretrained,img_size,best_val_loss,best_ep_loss,best_val_accuracy,best_ep_accuracy,best_val_kappa,best_ep_kappa,best_val_f1,best_ep_f1,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,final_train_kappa,final_val_kappa,final_train_f1,final_val_f1,train_vram_mb,train_time_s,val_vram_mb,val_time_s,total_co2_kg,co2_per_epoch_kg
baseline_ddr_resnet18_v1,resnet18,2026-06-28 22:05,50,0.0001,0.1,16,10,True,896,0.319385,30,0.895725,30,0.92187,30,0.72868,30,0.040218,0.413668,0.989457,0.876548,0.991836,0.913786,0.976502,0.692635,7156.5,582.7,3136.9,69.0,0.06578058,0.00131561

### COURBES PAR EPOQUE
epoch,lr,co2_kg,train_loss,train_accuracy,train_kappa,train_f1,val_loss,val_accuracy,val_kappa,val_f1
31,4.613e-05,0.00136919,0.137305,0.955911,0.964224,0.913847,0.439973,0.861766,0.898094,0.644921
32,4.224e-05,0.001308,0.126361,0.956709,0.966468,0.911205,0.430686,0.859369,0.906805,0.661575
33,3.839e-05,0.00129375,0.120196,0.958307,0.966977,0.90895,0.331646,0.888534,0.903582,0.723526
34,3.461e-05,0.00129196,0.104882,0.965974,0.97294,0.930543,0.599417,0.827008,0.885942,0.63931
35,3.093e-05,0.00128176,0.101058,0.965016,0.971805,0.9313,0.377935,0.88374,0.900074,0.712824
36,2.737e-05,0.00133232,0.086957,0.971565,0.978912,0.93672,0.369281,0.882541,0.9189,0.702059
37,2.395e-05,0.00129741,0.084254,0.974121,0.979585,0.953545,0.410357,0.87535,0.914225,0.696574
38,2.069e-05,0.00128954,0.085557,0.976677,0.97998,0.9538,0.395945,0.876548,0.920667,0.693439
39,1.761e-05,0.00129988,0.070444,0.978275,0.98397,0.954307,0.403758,0.877347,0.909292,0.693418
40,1.473e-05,0.00129607,0.061597,0.982748,0.986611,0.968996,0.387196,0.881742,0.912245,0.685432
41,1.207e-05,0.00128454,0.056417,0.984824,0.987924,0.971025,0.401818,0.874551,0.901844,0.688757
42,9.64e-06,0.00128956,0.052033,0.987061,0.989871,0.972433,0.394366,0.875749,0.911162,0.697814
43,7.46e-06,0.00129715,0.052283,0.98722,0.989715,0.980922,0.399251,0.874151,0.909961,0.689584
44,5.54e-06,0.00128978,0.049913,0.986422,0.988394,0.976024,0.412352,0.873751,0.910512,0.698331
45,3.9e-06,0.00128903,0.045377,0.989617,0.991376,0.980552,0.41051,0.872553,0.910202,0.682511
46,2.54e-06,0.00131961,0.044504,0.989936,0.993013,0.981239,0.403133,0.874551,0.909838,0.695034
47,1.48e-06,0.00129429,0.041184,0.991534,0.992445,0.985413,0.407582,0.876948,0.911672,0.693247
48,7.1e-07,0.00131897,0.044271,0.989776,0.991896,0.981988,0.419491,0.872153,0.904262,0.694953
49,2.5e-07,0.00130471,0.046872,0.991693,0.993253,0.984515,0.384082,0.88334,0.919342,0.695042
50,1e-07,0.00131724,0.040218,0.989457,0.991836,0.976502,0.413668,0.876548,0.913786,0.692635
