### RESUME
run_name,date,n_epochs,lr,wd,B,M,I,D,H,n_epoch_warmup,enc_type,pretrained,coarse_size,fine_size,best_val_loss,best_ep_loss,best_val_accuracy,best_ep_accuracy,best_val_auc,best_ep_auc,best_val_f1,best_ep_f1,best_val_precision,best_ep_precision,best_val_recall,best_ep_recall,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,final_train_auc,final_val_auc,final_train_f1,final_val_f1,final_train_precision,final_val_precision,final_train_recall,final_val_recall,train_vram_mb,train_time_s,val_vram_mb,val_time_s,total_co2_kg,co2_per_epoch_kg
msips_node21_v1,2026-06-14 21:17,50,0.0001,0.1,16,10,10,512,8,10,resnet18,True,128,64,0.000448,6,1.0,5,1.0,2,1.0,5,1.0,2,1.0,3,0.020081,0.011672,0.993849,0.995918,0.999571,0.99991,0.986942,0.990868,0.982665,0.990868,0.991257,0.990868,1980.4,191.6,1660.9,41.6,0.04790429,0.00095809

### COURBES PAR EPOQUE
epoch,lr,co2_kg,train_loss,train_accuracy,train_auc,train_f1,train_precision,train_recall,val_loss,val_accuracy,val_auc,val_f1,val_precision,val_recall
1,1e-05,0.00099403,0.289462,0.87468,0.931374,0.699077,0.8,0.620765,0.026372,0.993878,0.999724,0.986175,0.995349,0.977169
2,2e-05,0.0009618,0.03615,0.98693,0.998995,0.972116,0.972648,0.971585,0.010492,0.996939,1.0,0.993103,1.0,0.986301
3,3e-05,0.000962,0.031422,0.990005,0.999013,0.9787,0.978166,0.979235,0.003662,0.99898,1.0,0.997722,0.995455,1.0
4,4e-05,0.00095536,0.024183,0.990261,0.999539,0.979258,0.97819,0.980328,0.01067,0.996939,0.999928,0.993166,0.990909,0.995434
5,5e-05,0.0009534,0.028708,0.990005,0.999014,0.97877,0.975054,0.982514,0.000667,1.0,1.0,1.0,1.0,1.0
6,6e-05,0.00096124,0.036543,0.987186,0.998875,0.972767,0.969598,0.975956,0.000448,1.0,1.0,1.0,1.0,1.0
7,7e-05,0.00096147,0.014034,0.995643,0.999831,0.990715,0.990175,0.991257,0.01141,0.997959,0.999892,0.995455,0.99095,1.0
8,8e-05,0.00095301,0.032265,0.991287,0.99773,0.9814,0.982475,0.980328,0.009645,0.994898,1.0,0.988453,1.0,0.977169
9,9e-05,0.00096072,0.067992,0.978729,0.994347,0.954421,0.959161,0.949727,0.008107,0.996939,0.999976,0.993166,0.990909,0.995434
10,0.0001,0.00095018,0.027209,0.992055,0.998967,0.983088,0.981481,0.984699,0.002082,1.0,1.0,1.0,1.0,1.0
11,9.985e-05,0.00095595,0.024623,0.991543,0.99919,0.981977,0.981441,0.982514,0.000662,1.0,1.0,1.0,1.0,1.0
12,9.939e-05,0.00096198,0.075673,0.974885,0.994329,0.946154,0.951381,0.940984,0.136246,0.944898,0.999214,0.859375,1.0,0.753425
13,9.862e-05,0.00095219,0.095634,0.967453,0.990465,0.930563,0.931072,0.930055,0.020432,0.993878,0.999988,0.986111,1.0,0.972603
14,9.756e-05,0.00095161,0.056299,0.983086,0.996684,0.964247,0.955961,0.972678,0.166071,0.967347,0.996016,0.921182,1.0,0.853881
15,9.62e-05,0.00096031,0.045102,0.986674,0.997788,0.971491,0.974697,0.968306,0.008562,0.996939,0.999982,0.993135,0.995413,0.990868
16,9.456e-05,0.00095109,0.019353,0.994618,0.999493,0.988531,0.987991,0.989071,0.016135,0.995918,0.99988,0.990909,0.986425,0.995434
17,9.264e-05,0.00095372,0.029661,0.990261,0.999176,0.979235,0.979235,0.979235,0.03793,0.988776,0.999916,0.974239,1.0,0.949772
18,9.046e-05,0.00095249,0.024219,0.991799,0.999089,0.982514,0.982514,0.982514,0.029144,0.988776,0.999952,0.974239,1.0,0.949772
19,8.803e-05,0.0009626,0.033419,0.98898,0.998712,0.976618,0.971861,0.981421,0.004856,0.997959,0.999994,0.995413,1.0,0.990868
20,8.537e-05,0.00096218,0.031531,0.989236,0.998887,0.977074,0.976009,0.978142,0.021518,0.994898,0.999922,0.988453,1.0,0.977169
21,8.249e-05,0.00096477,0.041488,0.987442,0.997263,0.973326,0.969631,0.977049,0.050068,0.983673,1.0,0.964758,0.931915,1.0
22,7.941e-05,0.00095642,0.022916,0.991799,0.999451,0.982514,0.982514,0.982514,0.001745,0.99898,1.0,0.997712,1.0,0.995434
23,7.615e-05,0.00095085,0.011876,0.995131,0.999877,0.989612,0.990153,0.989071,0.007445,0.997959,0.999958,0.995434,0.995434,0.995434
24,7.273e-05,0.00095469,0.013715,0.996156,0.999641,0.991808,0.991266,0.99235,0.030512,0.989796,0.99955,0.977578,0.960352,0.995434
25,6.917e-05,0.00096298,0.01969,0.993849,0.999404,0.986985,0.979548,0.994536,0.007383,0.99898,0.999964,0.997712,1.0,0.995434
26,6.549e-05,0.00095355,0.135263,0.951307,0.982895,0.894912,0.905935,0.884153,0.017087,0.993878,0.999844,0.986364,0.9819,0.990868
27,6.171e-05,0.00095254,0.08755,0.968734,0.993335,0.933768,0.927724,0.939891,0.36449,0.82551,0.957884,0.39576,0.875,0.255708
28,5.786e-05,0.00095277,0.099687,0.966684,0.989382,0.928335,0.936596,0.920219,0.016017,0.995918,0.99994,0.990826,0.995392,0.986301
29,5.397e-05,0.00095829,0.051502,0.982573,0.995797,0.96276,0.964874,0.960656,0.003275,1.0,1.0,1.0,1.0,1.0
30,5.005e-05,0.00095539,0.039019,0.985136,0.998536,0.968271,0.969332,0.967213,0.003187,0.99898,1.0,0.997722,0.995455,1.0
31,4.613e-05,0.00096224,0.009252,0.996412,0.999902,0.992333,0.994512,0.990164,0.006702,0.99898,0.999988,0.997722,0.995455,1.0
32,4.224e-05,0.00095838,0.032213,0.988724,0.99878,0.975717,0.985507,0.96612,0.12289,0.965306,0.9937,0.920561,0.942584,0.899543
33,3.839e-05,0.00095435,0.053836,0.983598,0.996375,0.965517,0.952179,0.979235,0.005218,0.996939,0.999988,0.993166,0.990909,0.995434
34,3.461e-05,0.00095834,0.240191,0.901845,0.947465,0.784225,0.809302,0.760656,0.223194,0.897959,0.963782,0.731183,0.888889,0.621005
35,3.093e-05,0.00095944,0.119833,0.953614,0.987648,0.901255,0.899782,0.902732,0.062713,0.980612,0.995881,0.956916,0.95045,0.96347
36,2.737e-05,0.00095511,0.042276,0.98488,0.998073,0.967987,0.961207,0.974863,0.026167,0.991837,0.998782,0.981818,0.977376,0.986301
37,2.395e-05,0.000961,0.023392,0.992568,0.999201,0.984231,0.979437,0.989071,0.016886,0.994898,0.999082,0.988713,0.977679,1.0
38,2.069e-05,0.00095159,0.02952,0.989493,0.998815,0.977754,0.970905,0.984699,0.020371,0.993878,0.999508,0.986486,0.973333,1.0
39,1.761e-05,0.00095726,0.029219,0.989749,0.99904,0.978284,0.971953,0.984699,0.042598,0.988776,0.998728,0.974828,0.977064,0.972603
40,1.473e-05,0.00096008,0.023549,0.99308,0.999146,0.985302,0.981562,0.989071,0.039136,0.992857,0.998764,0.984127,0.977477,0.990868
41,1.207e-05,0.00095867,0.056028,0.978473,0.997006,0.954397,0.94822,0.960656,0.024641,0.992857,0.999424,0.984055,0.981818,0.986301
42,9.64e-06,0.00095616,0.03509,0.986161,0.998895,0.97062,0.966414,0.974863,0.010471,0.997959,0.999934,0.995434,0.995434,0.995434
43,7.46e-06,0.00096088,0.03003,0.990005,0.999027,0.978862,0.970968,0.986885,0.01585,0.995918,0.999622,0.990909,0.986425,0.995434
