### RESUME
run_name,date,n_epochs,lr,wd,B,M,I,D,H,n_epoch_warmup,enc_type,pretrained,best_val_loss,best_ep_loss,best_val_accuracy,best_ep_accuracy,best_val_auc,best_ep_auc,best_val_f1,best_ep_f1,best_val_precision,best_ep_precision,best_val_recall,best_ep_recall,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,final_train_auc,final_val_auc,final_train_f1,final_val_f1,final_train_precision,final_val_precision,final_train_recall,final_val_recall,train_vram_mb,train_time_s,val_vram_mb,val_time_s,total_co2_kg,co2_per_epoch_kg
ips_node21_v1,2026-06-29 19:25,50,0.0001,0.1,16,10,10,512,8,10,resnet18,True,0.01388,43,0.996939,39,0.999901,45,0.993197,39,1.0,2,1.0,33,0.007462,0.015554,0.997181,0.995918,0.999936,0.999835,0.994012,0.99095,0.990239,0.982063,0.997814,1.0,1974.7,3138.4,984.6,26.5,0.18181419,0.00363628

### COURBES PAR EPOQUE
epoch,lr,co2_kg,train_loss,train_accuracy,train_auc,train_f1,train_precision,train_recall,val_loss,val_accuracy,val_auc,val_f1,val_precision,val_recall
1,1e-05,0.00593447,0.227434,0.905689,0.964786,0.756291,0.959664,0.624044,0.075611,0.964286,0.999172,0.91358,0.994624,0.844749
2,2e-05,0.005897,0.020423,0.993337,0.999649,0.985854,0.981582,0.990164,0.692805,0.819388,0.999514,0.321839,1.0,0.191781
3,3e-05,0.0055326,0.009639,0.997181,0.999902,0.993986,0.99453,0.993443,0.408763,0.878571,0.99943,0.626959,1.0,0.456621
4,4e-05,0.00544701,0.016606,0.995131,0.999517,0.989634,0.988017,0.991257,1.641471,0.776531,0.975213,0.0,0.0,0.0
5,5e-05,0.00544934,0.008054,0.997437,0.999938,0.994541,0.993457,0.995628,2.040846,0.776531,0.964922,0.0,0.0,0.0
6,6e-05,0.00544421,0.010423,0.997693,0.999869,0.995085,0.994541,0.995628,1.642907,0.786735,0.490751,0.13278,0.727273,0.073059
7,7e-05,0.00544607,0.020992,0.996156,0.997533,0.991808,0.991266,0.99235,0.846487,0.802041,0.797863,0.217742,0.931034,0.123288
8,8e-05,0.00549109,0.008007,0.99795,0.999865,0.995628,0.995628,0.995628,0.851229,0.773469,0.745666,0.195652,0.473684,0.123288
9,9e-05,0.00546746,0.014973,0.995387,0.999791,0.990164,0.990164,0.990164,1.443048,0.788776,0.481156,0.141079,0.772727,0.077626
10,0.0001,0.00590933,0.007911,0.998206,0.999802,0.996181,0.994553,0.997814,1.838869,0.776531,0.430868,0.0,0.0,0.0
11,9.985e-05,0.00599566,0.016966,0.994874,0.999551,0.989083,0.988004,0.990164,2.300713,0.776531,0.385314,0.0,0.0,0.0
12,9.939e-05,0.00595679,0.039842,0.989493,0.997762,0.977657,0.975,0.980328,1.385488,0.776531,0.885515,0.0,0.0,0.0
13,9.862e-05,0.00595198,0.023108,0.993593,0.998951,0.986361,0.984749,0.987978,1.029579,0.776531,0.660396,0.0,0.0,0.0
14,9.756e-05,0.00584274,0.016842,0.996412,0.999112,0.992375,0.989142,0.995628,0.948497,0.776531,0.974367,0.0,0.0,0.0
15,9.62e-05,0.00600592,0.015153,0.996412,0.999572,0.992341,0.993428,0.991257,0.782377,0.776531,0.633227,0.0,0.0,0.0
16,9.456e-05,0.00606902,0.014076,0.995131,0.999729,0.989623,0.989083,0.990164,0.441937,0.80102,0.817274,0.197531,1.0,0.109589
17,9.264e-05,0.00591075,0.025577,0.994362,0.998869,0.98803,0.983749,0.99235,1.487479,0.785714,0.332859,0.078947,1.0,0.041096
18,9.046e-05,0.00609041,0.021211,0.993593,0.999391,0.986406,0.981602,0.991257,1.845541,0.778571,0.187611,0.0181,1.0,0.009132
19,8.803e-05,0.00597722,0.012011,0.995643,0.999723,0.990746,0.986985,0.994536,2.152897,0.776531,0.874048,0.0,0.0,0.0
20,8.537e-05,0.00604389,0.012584,0.997181,0.999724,0.993999,0.992375,0.995628,1.501061,0.776531,0.873988,0.0,0.0,0.0
21,8.249e-05,0.005925,0.007191,0.997693,0.999917,0.995085,0.994541,0.995628,0.914885,0.776531,0.986859,0.0,0.0,0.0
22,7.941e-05,0.00591969,0.011344,0.997693,0.99948,0.995079,0.995624,0.994536,1.393263,0.778571,0.386916,0.0181,1.0,0.009132
23,7.615e-05,0.00590746,0.028566,0.990005,0.999119,0.978654,0.980263,0.977049,0.580735,0.795918,0.715635,0.180328,0.88,0.100457
24,7.273e-05,0.0059224,0.022235,0.99308,0.999372,0.985238,0.985777,0.984699,0.954006,0.786735,0.891641,0.087336,1.0,0.045662
25,6.917e-05,0.00590378,0.019177,0.993849,0.999591,0.986914,0.984766,0.989071,0.609666,0.861224,0.903258,0.56962,0.927835,0.410959
26,6.549e-05,0.00590202,0.022659,0.992568,0.998392,0.984144,0.984683,0.983607,0.668513,0.815306,0.879754,0.316981,0.913043,0.191781
27,6.171e-05,0.00567487,0.016162,0.994362,0.999782,0.987991,0.986914,0.989071,0.325488,0.872449,0.914454,0.747475,0.67029,0.844749
28,5.786e-05,0.00582234,0.011449,0.995643,0.999899,0.990736,0.988043,0.993443,0.318325,0.857143,0.90909,0.695652,0.6639,0.730594
29,5.397e-05,0.00566547,0.023086,0.991287,0.999524,0.9814,0.982475,0.980328,0.31978,0.846939,0.909963,0.684874,0.634241,0.744292
30,5.005e-05,0.00568057,0.015157,0.995643,0.999693,0.990705,0.991247,0.990164,0.220727,0.905102,0.954089,0.792873,0.773913,0.812785
31,4.613e-05,0.00037967,0.161484,0.943875,0.973011,0.876341,0.906542,0.848087,0.036343,0.991837,0.999037,0.981818,0.977376,0.986301
32,4.224e-05,0.00038021,0.071279,0.974116,0.995495,0.944718,0.946272,0.943169,0.028914,0.986735,0.999571,0.969555,0.995192,0.945205
33,3.839e-05,0.00037958,0.048435,0.982573,0.997845,0.962963,0.959826,0.96612,0.023675,0.991837,0.999403,0.982063,0.964758,1.0
34,3.461e-05,0.00038122,0.031035,0.990261,0.999024,0.979348,0.974054,0.984699,0.023708,0.993878,0.998875,0.986364,0.9819,0.990868
35,3.093e-05,0.0003814,0.028172,0.99103,0.999275,0.980989,0.975162,0.986885,0.022436,0.992857,0.999415,0.98427,0.969027,1.0
36,2.737e-05,0.00038142,0.020733,0.993337,0.999522,0.985885,0.979504,0.99235,0.036674,0.984694,0.999541,0.966887,0.935897,1.0
37,2.395e-05,0.00038079,0.021166,0.991799,0.999596,0.982609,0.977297,0.987978,0.030139,0.992857,0.999121,0.984199,0.973214,0.995434
38,2.069e-05,0.00038356,0.018499,0.992568,0.999681,0.984265,0.977371,0.991257,0.015397,0.995918,0.999787,0.99095,0.982063,1.0
39,1.761e-05,0.00037948,0.015305,0.994618,0.999799,0.988568,0.984816,0.99235,0.017888,0.996939,0.999745,0.993197,0.986486,1.0
40,1.473e-05,0.00038088,0.010564,0.996668,0.999879,0.992931,0.988095,0.997814,0.018284,0.993878,0.999817,0.986486,0.973333,1.0
41,1.207e-05,0.00038295,0.008309,0.996668,0.99993,0.992931,0.988095,0.997814,0.023907,0.993878,0.999787,0.986486,0.973333,1.0
42,9.64e-06,0.00038289,0.010913,0.995131,0.999869,0.98968,0.983801,0.995628,0.020035,0.993878,0.999721,0.986486,0.973333,1.0
43,7.46e-06,0.00037878,0.013819,0.995131,0.999849,0.989668,0.984848,0.994536,0.01388,0.996939,0.999877,0.993197,0.986486,1.0
44,5.54e-06,0.00038202,0.009737,0.996925,0.999845,0.993478,0.988108,0.998907,0.015216,0.996939,0.999853,0.993197,0.986486,1.0
45,3.9e-06,0.00038281,0.00756,0.996925,0.999946,0.993471,0.989166,0.997814,0.01467,0.994898,0.999901,0.988713,0.977679,1.0
46,2.54e-06,0.00038203,0.008143,0.997437,0.999917,0.994559,0.990249,0.998907,0.014155,0.994898,0.999865,0.988713,0.977679,1.0
47,1.48e-06,0.00038269,0.00843,0.996412,0.999932,0.992366,0.990207,0.994536,0.016434,0.994898,0.999853,0.988713,0.977679,1.0
48,7.1e-07,0.00038105,0.007543,0.996925,0.99993,0.993457,0.991295,0.995628,0.014941,0.995918,0.999865,0.99095,0.982063,1.0
49,2.5e-07,0.0003816,0.006329,0.997693,0.999963,0.995106,0.99026,1.0,0.016321,0.995918,0.999847,0.99095,0.982063,1.0
50,1e-07,0.0003826,0.007462,0.997181,0.999936,0.994012,0.990239,0.997814,0.015554,0.995918,0.999835,0.99095,0.982063,1.0
