### RESUME
run_name,date,n_epochs,lr,wd,B,M,I,D,H,n_epoch_warmup,enc_type,pretrained,best_val_loss,best_ep_loss,best_val_accuracy,best_ep_accuracy,best_val_auc,best_ep_auc,best_val_f1,best_ep_f1,best_val_precision,best_ep_precision,best_val_recall,best_ep_recall,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,final_train_auc,final_val_auc,final_train_f1,final_val_f1,final_train_precision,final_val_precision,final_train_recall,final_val_recall,train_vram_mb,train_time_s,val_vram_mb,val_time_s,total_co2_kg,co2_per_epoch_kg
ips_rsna_v1,2026-06-29 15:09,50,0.0001,0.1,16,10,10,512,8,10,resnet18,True,0.387374,8,0.829765,8,0.865933,18,0.756346,12,0.778998,8,0.785904,18,0.056155,0.769605,0.981305,0.816589,0.997085,0.839361,0.981302,0.725178,0.981392,0.736946,0.981275,0.715945,1970.1,333.4,902.1,83.7,0.07383869,0.00147677

### COURBES PAR EPOQUE
epoch,lr,co2_kg,train_loss,train_accuracy,train_auc,train_f1,train_precision,train_recall,val_loss,val_accuracy,val_auc,val_f1,val_precision,val_recall
16,9.456e-05,0.00147788,0.434571,0.804149,0.879878,0.804046,0.805034,0.804267,0.4883,0.761192,0.862956,0.716092,0.705797,0.776992
17,9.264e-05,0.00147718,0.421643,0.812597,0.887349,0.812469,0.813459,0.812601,0.513308,0.748615,0.857506,0.70564,0.69883,0.771946
18,9.046e-05,0.00147792,0.417441,0.813597,0.889933,0.81344,0.814379,0.813484,0.512587,0.737685,0.865933,0.702359,0.703374,0.785904
19,8.803e-05,0.00147803,0.421322,0.810897,0.888075,0.81082,0.811099,0.810789,0.498754,0.723012,0.862673,0.688155,0.693088,0.772897
20,8.537e-05,0.00147812,0.396461,0.823594,0.901234,0.823375,0.82444,0.823315,0.506264,0.733942,0.865401,0.696932,0.697359,0.776643
21,8.249e-05,0.00147869,0.384888,0.832842,0.906272,0.832734,0.834015,0.832985,0.500742,0.746669,0.855193,0.703401,0.69685,0.769274
22,7.941e-05,0.00147871,0.387835,0.832742,0.905386,0.832679,0.833362,0.832794,0.465531,0.785447,0.862704,0.73397,0.718527,0.779185
23,7.615e-05,0.00147673,0.36523,0.84089,0.916526,0.840657,0.842091,0.8406,0.482077,0.776014,0.855401,0.725507,0.71138,0.774279
24,7.273e-05,0.0014774,0.352653,0.850087,0.922376,0.85002,0.850799,0.850122,0.512287,0.762539,0.857549,0.715285,0.704024,0.771959
25,6.917e-05,0.00147788,0.326407,0.864934,0.932731,0.864803,0.866064,0.864824,0.419663,0.799221,0.857337,0.73862,0.723831,0.766118
26,6.549e-05,0.0014759,0.320444,0.867483,0.935734,0.867412,0.868222,0.867462,0.445636,0.812247,0.855656,0.746835,0.735136,0.763663
27,6.171e-05,0.00147583,0.293161,0.88188,0.945853,0.881793,0.88262,0.88175,0.504502,0.768678,0.8476,0.715118,0.701748,0.760103
28,5.786e-05,0.00147958,0.274886,0.888728,0.952,0.888568,0.889992,0.888416,0.472005,0.803563,0.854365,0.737691,0.725282,0.75688
29,5.397e-05,0.00147693,0.254731,0.901125,0.958605,0.90107,0.901786,0.901048,0.510286,0.810301,0.847252,0.744158,0.732626,0.760754
30,5.005e-05,0.00147648,0.237628,0.908723,0.963484,0.908646,0.909419,0.908524,0.510758,0.796676,0.850435,0.735851,0.721132,0.763767
31,4.613e-05,0.00147858,0.217314,0.914721,0.969463,0.914681,0.915253,0.914639,0.521194,0.808804,0.841405,0.733992,0.727789,0.741375
32,4.224e-05,0.00147761,0.197234,0.924069,0.974446,0.924048,0.924563,0.924077,0.516638,0.81629,0.845723,0.735075,0.736504,0.733693
33,3.839e-05,0.00147385,0.181088,0.931467,0.97814,0.931452,0.931855,0.931471,0.539161,0.810451,0.849844,0.741525,0.731703,0.754713
34,3.461e-05,0.00147389,0.172014,0.935666,0.980233,0.935659,0.935882,0.935672,0.574005,0.807606,0.839486,0.733149,0.726422,0.74131
35,3.093e-05,0.0014751,0.151033,0.944214,0.984431,0.944207,0.944368,0.944192,0.58166,0.812547,0.837943,0.729742,0.731081,0.728446
36,2.737e-05,0.00147765,0.144537,0.947513,0.985461,0.947513,0.94767,0.947605,0.62959,0.796077,0.83962,0.727037,0.715513,0.744731
37,2.395e-05,0.00147401,0.128468,0.953362,0.988079,0.953358,0.953549,0.953383,0.667717,0.808504,0.828699,0.720072,0.724705,0.715923
38,2.069e-05,0.00147384,0.113065,0.96171,0.990461,0.961709,0.961803,0.961741,0.628691,0.815092,0.842213,0.732193,0.734672,0.729852
39,1.761e-05,0.0014737,0.10445,0.962959,0.992103,0.96295,0.963178,0.962897,0.682823,0.808654,0.840566,0.730606,0.726732,0.734905
40,1.473e-05,0.00147437,0.096986,0.965309,0.992902,0.965309,0.965359,0.96535,0.65925,0.813445,0.844047,0.733695,0.732723,0.734691
41,1.207e-05,0.00147473,0.084474,0.970207,0.994559,0.970204,0.970315,0.97018,0.707727,0.818536,0.83731,0.727459,0.740073,0.717673
42,9.64e-06,0.00147403,0.077397,0.973107,0.995179,0.973105,0.973208,0.973106,0.696134,0.811499,0.836497,0.722669,0.729055,0.717146
43,7.46e-06,0.00147693,0.069122,0.976456,0.996166,0.976455,0.976534,0.976449,0.716158,0.814493,0.838024,0.721604,0.73367,0.712232
44,5.54e-06,0.00147445,0.063014,0.979255,0.996525,0.979252,0.979352,0.979214,0.76152,0.815691,0.837912,0.730312,0.735419,0.725753
45,3.9e-06,0.00147577,0.064094,0.978905,0.996296,0.978894,0.97911,0.978781,0.762204,0.816589,0.840244,0.727564,0.736811,0.719959
46,2.54e-06,0.0014741,0.059125,0.980505,0.996946,0.980504,0.980588,0.980511,0.760857,0.813595,0.834467,0.721411,0.732214,0.712833
47,1.48e-06,0.00147397,0.0545,0.982154,0.997275,0.982153,0.982238,0.982135,0.758234,0.81599,0.840167,0.727367,0.735867,0.72028
48,7.1e-07,0.00147401,0.055145,0.981555,0.997222,0.981552,0.981649,0.981522,0.764277,0.81629,0.839113,0.727396,0.736339,0.720001
49,2.5e-07,0.00147719,0.053106,0.983004,0.997393,0.983004,0.98304,0.983034,0.770728,0.818835,0.839155,0.724595,0.740994,0.712673
50,1e-07,0.0014752,0.056155,0.981305,0.997085,0.981302,0.981392,0.981275,0.769605,0.816589,0.839361,0.725178,0.736946,0.715945
