### RESUME
run_name,date,n_epochs,lr,wd,B,M,I,D,H,n_epoch_warmup,enc_type,pretrained,coarse_size,fine_size,best_val_loss,best_ep_loss,best_val_accuracy,best_ep_accuracy,best_val_kappa,best_ep_kappa,best_val_f1,best_ep_f1,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,final_train_kappa,final_val_kappa,final_train_f1,final_val_f1,train_vram_mb,train_time_s,val_vram_mb,val_time_s,total_co2_kg,co2_per_epoch_kg
hmsips_ddr_v1,2026-06-29 03:14,50,0.0001,0.1,16,10,10,512,8,10,resnet18,True,224,112,0.463451,29,0.853376,29,0.885856,38,0.66266,25,0.200698,0.540471,0.929712,0.838594,0.938053,0.876857,0.873895,0.636147,1537.9,583.6,1535.5,67.8,0.06408536,0.00128171

### COURBES PAR EPOQUE
epoch,lr,co2_kg,train_loss,train_accuracy,train_kappa,train_f1,val_loss,val_accuracy,val_kappa,val_f1
1,1e-05,0.00129683,1.220414,0.465176,0.113994,0.225578,0.943542,0.654814,0.476892,0.268421
2,2e-05,0.00126509,0.898692,0.646166,0.511333,0.318685,0.84116,0.684379,0.59563,0.392579
3,3e-05,0.00127757,0.799026,0.688339,0.609106,0.395384,0.682867,0.76668,0.733085,0.398351
4,4e-05,0.00129274,0.743246,0.714217,0.649149,0.44137,0.681406,0.764283,0.711642,0.503915
5,5e-05,0.00129788,0.70043,0.738498,0.690994,0.463427,0.860093,0.668797,0.620326,0.454032
6,6e-05,0.00128327,0.672988,0.745208,0.701156,0.463083,0.581822,0.800639,0.778763,0.455008
7,7e-05,0.0012634,0.648676,0.767093,0.73297,0.503485,0.615498,0.779065,0.757424,0.515507
8,8e-05,0.00126208,0.624869,0.772045,0.737961,0.522009,0.576625,0.811027,0.804257,0.566275
9,9e-05,0.00128134,0.608624,0.780671,0.754228,0.552601,0.616648,0.784259,0.782069,0.519705
10,0.0001,0.00126989,0.602252,0.778914,0.753677,0.535777,0.574185,0.803436,0.794221,0.539117
11,9.985e-05,0.00129297,0.594221,0.784665,0.762288,0.539906,0.687505,0.759888,0.70582,0.55613
12,9.939e-05,0.00127988,0.567718,0.789297,0.767521,0.540774,0.673968,0.757491,0.759845,0.505167
13,9.862e-05,0.00127751,0.552461,0.799361,0.785143,0.57818,0.565529,0.794247,0.801818,0.573822
14,9.756e-05,0.00128664,0.534842,0.808147,0.790612,0.573314,0.539746,0.803835,0.831124,0.598465
15,9.62e-05,0.00128201,0.519591,0.815815,0.80391,0.604176,0.535948,0.81702,0.836805,0.593751
