### RESUME
run_name,date,n_epochs,lr,wd,B,M,I,D,H,n_epoch_warmup,enc_type,pretrained,coarse_size,fine_size,best_val_loss,best_ep_loss,best_val_accuracy,best_ep_accuracy,best_val_auc,best_ep_auc,best_val_f1,best_ep_f1,best_val_precision,best_ep_precision,best_val_recall,best_ep_recall,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,final_train_auc,final_val_auc,final_train_f1,final_val_f1,final_train_precision,final_val_precision,final_train_recall,final_val_recall,train_vram_mb,train_time_s,val_vram_mb,val_time_s,total_co2_kg,co2_per_epoch_kg
hmsips_node21_v1,2026-06-17 20:50,50,0.0001,0.1,16,10,10,512,8,10,resnet18,True,256,128,0.000103,22,1.0,5,1.0,5,1.0,5,1.0,3,1.0,5,0.002524,0.000597,0.999487,1.0,0.999995,1.0,0.998907,1.0,0.998907,1.0,0.998907,1.0,1994.5,191.2,1573.9,37.7,0.01984297,0.00039686

### COURBES PAR EPOQUE
epoch,lr,co2_kg,train_loss,train_accuracy,train_auc,train_f1,train_precision,train_recall,val_loss,val_accuracy,val_auc,val_f1,val_precision,val_recall
1,1e-05,0.00061346,0.395561,0.796515,0.893804,0.661263,0.542337,0.846995,0.032061,0.994898,0.999646,0.98861,0.986364,0.990868
2,2e-05,0.00040664,0.039096,0.98693,0.998987,0.972024,0.975771,0.968306,0.009698,0.996939,0.999958,0.993135,0.995413,0.990868
3,3e-05,0.00040093,0.01346,0.995643,0.999849,0.990715,0.990175,0.991257,0.019496,0.995918,0.999694,0.990783,1.0,0.981735
4,4e-05,0.00038835,0.013231,0.995131,0.999855,0.9896,0.991228,0.987978,0.007918,0.995918,0.999976,0.990783,1.0,0.981735
5,5e-05,0.00038959,0.027249,0.989749,0.999378,0.978142,0.978142,0.978142,0.002778,1.0,1.0,1.0,1.0,1.0
6,6e-05,0.00039044,0.021187,0.99308,0.999479,0.98527,0.98366,0.986885,0.002775,0.99898,1.0,0.997722,0.995455,1.0
7,7e-05,0.00039005,0.012653,0.994874,0.999831,0.989095,0.986942,0.991257,0.003197,0.99898,1.0,0.997712,1.0,0.995434
8,8e-05,0.00039088,0.021406,0.993337,0.998911,0.985808,0.984733,0.986885,0.003717,0.99898,1.0,0.997712,1.0,0.995434
9,9e-05,0.00038888,0.023359,0.99308,0.999337,0.98527,0.98366,0.986885,0.000165,1.0,1.0,1.0,1.0,1.0
10,0.0001,0.00039022,0.034415,0.990005,0.998685,0.978747,0.976087,0.981421,0.009398,0.99898,0.999886,0.997722,0.995455,1.0
11,9.985e-05,0.00039223,0.017302,0.995131,0.999591,0.989623,0.989083,0.990164,0.017433,0.993878,0.999886,0.986486,0.973333,1.0
12,9.939e-05,0.00039097,0.02363,0.993337,0.999338,0.985823,0.983678,0.987978,0.001523,1.0,1.0,1.0,1.0,1.0
13,9.862e-05,0.00039489,0.022299,0.992824,0.999336,0.984699,0.984699,0.984699,0.000897,1.0,1.0,1.0,1.0,1.0
14,9.756e-05,0.00039262,0.016188,0.994874,0.999733,0.989071,0.989071,0.989071,0.000129,1.0,1.0,1.0,1.0,1.0
15,9.62e-05,0.00039074,0.015255,0.996412,0.998902,0.992341,0.993428,0.991257,0.002403,0.99898,1.0,0.997722,0.995455,1.0
16,9.456e-05,0.00040785,0.0041,0.999487,0.999975,0.998907,0.998907,0.998907,0.000158,1.0,1.0,1.0,1.0,1.0
17,9.264e-05,0.00039287,0.013695,0.995131,0.999832,0.989623,0.989083,0.990164,0.000716,1.0,1.0,1.0,1.0,1.0
18,9.046e-05,0.00039083,0.009652,0.997437,0.999778,0.994547,0.992383,0.996721,0.00019,1.0,1.0,1.0,1.0,1.0
19,8.803e-05,0.00039289,0.015626,0.996668,0.999284,0.9929,0.992358,0.993443,0.005597,0.99898,1.0,0.997722,0.995455,1.0
