### RESUME
run_name,date,n_epochs,lr,wd,B,M,I,D,H,n_epoch_warmup,enc_type,pretrained,coarse_size,fine_size,best_val_loss,best_ep_loss,best_val_accuracy,best_ep_accuracy,best_val_kappa,best_ep_kappa,best_val_f1,best_ep_f1,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,final_train_kappa,final_val_kappa,final_train_f1,final_val_f1,train_vram_mb,train_time_s,val_vram_mb,val_time_s,total_co2_kg,co2_per_epoch_kg
msips_ddr_v1,2026-06-29 04:45,50,0.0001,0.1,16,10,10,512,8,10,resnet18,True,128,64,0.443434,19,0.855773,34,0.879537,34,0.678968,34,0.142247,0.548899,0.946805,0.842988,0.954038,0.877628,0.888381,0.6636,2928.1,620.7,2922.3,85.6,0.09276129,0.00185523

### COURBES PAR EPOQUE
epoch,lr,co2_kg,train_loss,train_accuracy,train_kappa,train_f1,val_loss,val_accuracy,val_kappa,val_f1
1,1e-05,0.00192754,1.155566,0.491214,0.113006,0.219879,1.000516,0.63364,0.439654,0.26789
2,2e-05,0.00184361,0.956567,0.617891,0.450911,0.285609,0.79703,0.693967,0.577735,0.315951
3,3e-05,0.00182913,0.813724,0.689617,0.598905,0.366998,0.749598,0.731123,0.682945,0.434841
4,4e-05,0.00185422,0.742453,0.713419,0.645347,0.415838,0.624269,0.784259,0.741304,0.487198
5,5e-05,0.00183902,0.711517,0.73131,0.669681,0.43674,0.623445,0.78306,0.702783,0.404788
6,6e-05,0.00184298,0.665435,0.755911,0.708301,0.475769,0.64958,0.773472,0.717616,0.454704
7,7e-05,0.00184267,0.626563,0.773642,0.737849,0.497622,0.563471,0.815421,0.817319,0.567449
8,8e-05,0.00183323,0.59616,0.782588,0.748831,0.554233,0.645994,0.763084,0.771699,0.482415
9,9e-05,0.00184928,0.567875,0.791693,0.766657,0.550037,0.58738,0.788254,0.79127,0.554484
10,0.0001,0.00183222,0.55632,0.797284,0.7646,0.57435,0.596282,0.780264,0.780066,0.478301
11,9.985e-05,0.00183894,0.549753,0.805751,0.780491,0.579745,0.615049,0.775869,0.768216,0.569792
12,9.939e-05,0.00183724,0.51831,0.810224,0.797168,0.59452,0.49173,0.845386,0.850233,0.613259
13,9.862e-05,0.00184365,0.497246,0.81885,0.799201,0.613434,0.497393,0.829005,0.85663,0.647593
14,9.756e-05,0.00183012,0.498701,0.81853,0.810448,0.609504,0.559773,0.818618,0.807994,0.592028
15,9.62e-05,0.00184399,0.500716,0.820288,0.815419,0.585948,0.519624,0.812625,0.820124,0.591893
16,9.456e-05,0.00183476,0.478634,0.820607,0.81442,0.605504,0.465816,0.829804,0.852683,0.627103
17,9.264e-05,0.00183077,0.45294,0.836901,0.83058,0.648356,0.536789,0.817419,0.813505,0.586818
18,9.046e-05,0.00182732,0.457633,0.836901,0.830255,0.641642,0.524694,0.809029,0.783385,0.641555
19,8.803e-05,0.00184934,0.439853,0.846326,0.845914,0.671863,0.443434,0.840591,0.862295,0.643776
20,8.537e-05,0.00183705,0.423033,0.847604,0.856472,0.648852,0.568773,0.801039,0.820454,0.553852
21,8.249e-05,0.00185172,0.411095,0.849361,0.849257,0.670809,0.472493,0.82541,0.833929,0.658362
22,7.941e-05,0.00184108,0.394654,0.860543,0.863535,0.696119,0.485772,0.824211,0.83818,0.605503
23,7.615e-05,0.00183814,0.390007,0.858626,0.854495,0.689744,0.459443,0.840991,0.850343,0.654973
24,7.273e-05,0.00185832,0.378642,0.860543,0.861122,0.700109,0.497381,0.823012,0.85179,0.638814
25,6.917e-05,0.0018607,0.376425,0.861502,0.865514,0.703829,0.580706,0.794247,0.825714,0.592217
26,6.549e-05,0.00184467,0.355703,0.86885,0.874533,0.719354,0.494069,0.81702,0.868063,0.633613
27,6.171e-05,0.00185746,0.34867,0.876358,0.883911,0.736329,0.458739,0.830204,0.856891,0.619923
28,5.786e-05,0.00186016,0.321832,0.880351,0.88469,0.746087,0.536883,0.82541,0.850676,0.624958
29,5.397e-05,0.00183428,0.31266,0.883227,0.889396,0.74427,0.444933,0.837795,0.862266,0.629179
30,5.005e-05,0.0018473,0.30106,0.891534,0.901381,0.771129,0.530274,0.81702,0.846631,0.626871
31,4.613e-05,0.0018483,0.279587,0.898403,0.910543,0.773213,0.479217,0.834998,0.872948,0.66612
32,4.224e-05,0.00185275,0.280701,0.894249,0.903096,0.771584,0.521971,0.825809,0.853639,0.651496
33,3.839e-05,0.0018423,0.270075,0.901757,0.910069,0.797513,0.505883,0.830603,0.866129,0.643419
34,3.461e-05,0.00183827,0.245487,0.909585,0.918085,0.806665,0.454268,0.855773,0.879537,0.678968
35,3.093e-05,0.00185923,0.230753,0.913419,0.926117,0.81672,0.46643,0.844586,0.856701,0.665452
36,2.737e-05,0.00184125,0.227508,0.916454,0.933032,0.821649,0.542203,0.829005,0.86105,0.647643
37,2.395e-05,0.00185615,0.210446,0.920447,0.933826,0.825995,0.50276,0.842988,0.878806,0.663486
38,2.069e-05,0.0018947,0.198216,0.929872,0.940723,0.857397,0.531366,0.826209,0.868218,0.646232
39,1.761e-05,0.00188414,0.20152,0.926198,0.936133,0.848131,0.49541,0.842988,0.874435,0.665709
40,1.473e-05,0.00187162,0.180761,0.931949,0.942248,0.863001,0.501313,0.840591,0.879317,0.659831
41,1.207e-05,0.00187851,0.178067,0.936581,0.945873,0.871355,0.518656,0.845386,0.871428,0.663858
42,9.64e-06,0.00188627,0.169756,0.938658,0.949036,0.875472,0.558017,0.834598,0.87634,0.664886
43,7.46e-06,0.00188975,0.156967,0.939617,0.950021,0.874105,0.548626,0.8334,0.873935,0.65261
44,5.54e-06,0.00188573,0.145124,0.948562,0.959581,0.888892,0.543017,0.842589,0.877909,0.662337
45,3.9e-06,0.0018799,0.150623,0.944569,0.951793,0.893098,0.523742,0.847383,0.878886,0.665121
46,2.54e-06,0.00187411,0.151278,0.948083,0.955388,0.904828,0.547847,0.840192,0.874293,0.655697
47,1.48e-06,0.0018734,0.144681,0.945527,0.955123,0.889515,0.541275,0.846185,0.874659,0.668778
48,7.1e-07,0.0018778,0.137078,0.948722,0.958031,0.891379,0.549902,0.843787,0.878902,0.666508
49,2.5e-07,0.00189164,0.137003,0.948403,0.954881,0.897888,0.557312,0.840991,0.873332,0.666322
50,1e-07,0.00187456,0.142247,0.946805,0.954038,0.888381,0.548899,0.842988,0.877628,0.6636
